,GRID_ID,year,hom_ct,bldg_ct,hom_rt,geometry,last_wave_end,longest_gap,index_right,Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
75238,AF-8,1974,0.0,798.0420850586747,0.0,"POLYGON ((-87.6547379485458 41.95152072005351, -87.65774190785083 41.946317709913444, -87.6637498264609 41.946317709913444, -87.66675378576588 41.95152072005351, -87.6637498264609 41.956723730193744, -87.65774190785083 41.956723730193744, -87.6547379485458 41.95152072005351))",1979.0,38.0,47,Lake View,6,ARO,Patterson Green LLC,1118 W. Pattereson Ave.,60613,312-462-4030,Silver Property Group,2.0,1167923.765,1924431.746,41.94818452,-87.65814611,"(41.948184520219066, -87.65814610572426)"
75238,AF-8,1974,0.0,798.0420850586747,0.0,"POLYGON ((-87.6547379485458 41.95152072005351, -87.65774190785083 41.946317709913444, -87.6637498264609 41.946317709913444, -87.66675378576588 41.95152072005351, -87.6637498264609 41.956723730193744, -87.65774190785083 41.956723730193744, -87.6547379485458 41.95152072005351))",1979.0,38.0,507,Lake View,6,ARO,3647 N. Southport,3647 N. Southport Ave.,60613,773-529-3700,Seminary Properties,1.0,1166356.459,1924520.278,41.94846119,-87.66390462,"(41.9484611934317, -87.6639046213447)"
75329,AG-5,1974,1.0,179.18273499136782,0.005580894833691,"POLYGON ((-87.6457260706307 41.97753577075457, -87.64873002993573 41.972332760614336, -87.6547379485458 41.972332760614336, -87.65774190785083 41.97753577075457, -87.6547379485458 41.982738780894636, -87.64873002993573 41.982738780894636, -87.6457260706307 41.97753577075457))",1971.0,46.0,417,Uptown,3,Supportive Housing,Harold Washington Apts.,4946 N. Sheridan Road,60640,312-447-4621,Mercy Housing,100.0,1168689.933,1933461.587,41.97294612,-87.65506712,"(41.9729461220532, -87.6550671246698)"
75329,AG-5,1974,1.0,179.18273499136782,0.005580894833691,"POLYGON ((-87.6457260706307 41.97753577075457, -87.64873002993573 41.972332760614336, -87.6547379485458 41.972332760614336, -87.65774190785083 41.97753577075457, -87.6547379485458 41.982738780894636, -87.64873002993573 41.982738780894636, -87.6457260706307 41.97753577075457))",1971.0,46.0,180,Uptown,3,ARO,Somerset Place Apts.,5009 N. Sheridan Road,60640,317-596-2168,Zidan Management Group,16.0,1168763.559,1933706.921,41.97361773,-87.65478924,"(41.9736177253694, -87.6547892430962)"
75452,AN-24,1974,3.0,125.03072758627886,0.023994101753346,"POLYGON ((-87.58264292522512 41.785024395567916, -87.58564688453015 41.77982138542768, -87.59165480314022 41.77982138542768, -87.59465876244525 41.785024395567916, -87.59165480314022 41.79022740570815, -87.58564688453015 41.79022740570815, -87.58264292522512 41.785024395567916))",1978.0,39.0,193,Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84.0,1186573.262,1863816.865,41.78143113,-87.59152085,"(41.781431130748, -87.5915208532369)"
75452,AN-24,1974,3.0,125.03072758627886,0.023994101753346,"POLYGON ((-87.58264292522512 41.785024395567916, -87.58564688453015 41.77982138542768, -87.59165480314022 41.77982138542768, -87.59465876244525 41.785024395567916, -87.59165480314022 41.79022740570815, -87.58564688453015 41.79022740570815, -87.58264292522512 41.785024395567916))",1978.0,39.0,135,Woodlawn,42,Multifamily,Dorchester Apts.,1410 E. 62nd St.,60637,773-572-5500,The Thresholds,67.0,1186722.404,1864209.572,41.78250522,-87.59096164,"(41.782505219358, -87.5909616432556)"
75452,AN-24,1974,3.0,125.03072758627886,0.023994101753346,"POLYGON ((-87.58264292522512 41.785024395567916, -87.58564688453015 41.77982138542768, -87.59165480314022 41.77982138542768, -87.59465876244525 41.785024395567916, -87.59165480314022 41.79022740570815, -87.58564688453015 41.79022740570815, -87.58264292522512 41.785024395567916))",1978.0,39.0,17,Woodlawn,42,Senior,Butler Apts.,6146 S. Kenwood Ave.,60637,773-955-9290,Woodlawn Comm. Dev. Corp.,17.0,1186094.259,1864312.843,41.78280346,-87.59326131,"(41.782803460278, -87.5932613147048)"
75541,AS-37,1975,3.0,286.1601167730182,0.010483641234951,"POLYGON ((-87.53758353564956 41.64454312178316, -87.5405874949546 41.63934011164292, -87.54659541356477 41.63934011164292, -87.5495993728698 41.64454312178316, -87.54659541356477 41.64974613192322, -87.5405874949546 41.64974613192322, -87.53758353564956 41.64454312178316))",1976.0,41.0,140,Hegewisch,55,Senior,Senior Suites of Hegewisch,13550 S. Avenue O,60633,773-646-1333,Senior Lifestyle Corp.,116.0,1201038.059,1815487.733,41.64845741,-87.54012317,"(41.648457411436, -87.5401231660406)"
75838,AF-19,1975,0.0,628.4075084647795,0.0,"POLYGON ((-87.6547379485458 41.83705449696964, -87.65774190785083 41.83185148682958, -87.6637498264609 41.83185148682958, -87.66675378576588 41.83705449696964, -87.6637498264609 41.84225750710988, -87.65774190785083 41.84225750710988, -87.6547379485458 41.83705449696964))",1978.0,39.0,255,Bridgeport,19,Senior,Archer Avenue Senior Residences,2928 S. Archer Ave.,60608,773-376-2360,Preservation Housing Management LLC,55.0,1168114.67,1885548.333,41.84148167,-87.65856844,"(41.84148167339779, -87.65856843550151)"
75860,AK-18,1975,0.0,53.35565692905991,0.0,"POLYGON ((-87.60967855897036 41.84225750710988, -87.61268251827539 41.83705449696964, -87.61869043688546 41.83705449696964, -87.62169439619049 41.84225750710988, -87.61869043688546 41.84746051725011, -87.61268251827539 41.84746051725011, -87.60967855897036 41.84225750710988))",1957.0,60.0,3,Douglas,35,Multifamily,South Park Plaza,2600 S. King Dr.,60616,312-674-9210,Woodlawn Comm. Dev. Corp.,134.0,1179206.472,1887158.196,41.84565291,-87.61781639,"(41.8456529117633, -87.6178163910093)"
75909,AG-15,1975,0.0,250.88322916313558,0.0,"POLYGON ((-87.6457260706307 41.87347556795095, -87.64873002993573 41.86827255781071, -87.6547379485458 41.86827255781071, -87.65774190785083 41.87347556795095, -87.6547379485458 41.87867857809118, -87.64873002993573 41.87867857809118, -87.6457260706307 41.87347556795095))",1972.0,45.0,288,Near West Side,28,ARO,1125 Van Buren LLC,1125 W. Van Buren St.,66007,312-262-6406,Tandem Property Management,5.0,1168864.113,1898292.938,41.87643774,-87.65544899,"(41.8764377440362, -87.6554489851593)"
75909,AG-15,1975,0.0,250.88322916313558,0.0,"POLYGON ((-87.6457260706307 41.87347556795095, -87.64873002993573 41.86827255781071, -87.6547379485458 41.86827255781071, -87.65774190785083 41.87347556795095, -87.6547379485458 41.87867857809118, -87.64873002993573 41.87867857809118, -87.6457260706307 41.87347556795095))",1972.0,45.0,286,Near West Side,28,ARO,1050 Van Buren,1050 W. Van Buren St.,60607,312-327-1101,Sage West Loop,16.0,1169278.088,1898384.787,41.8766808,-87.65392634,"(41.876680801678525, -87.65392634483864)"
75923,AB-14,1975,1.0,259.9093171541769,0.003847495776409,"POLYGON ((-87.69078546020614 41.88908459837148, -87.69378941951112 41.88388158823125, -87.69979733812119 41.88388158823125, -87.70280129742622 41.88908459837148, -87.69979733812119 41.89428760851155, -87.69378941951112 41.89428760851155, -87.69078546020614 41.88908459837148))",1974.0,43.0,448,East Garfield Park,27,Senior,Heritage Woods of Chicago,2800 W. Fulton St.,60612,773-722-2900,BMA Management Ltd.,113.0,1157640.848,1901927.155,41.88664623,-87.69655814,"(41.8866462302992, -87.6965581360089)"
75929,AH-14,1975,1.0,172.37165021871954,0.00580141803325,"POLYGON ((-87.63671419271566 41.88908459837148, -87.63971815202063 41.88388158823125, -87.6457260706307 41.88388158823125, -87.64873002993573 41.88908459837148, -87.6457260706307 41.89428760851155, -87.63971815202063 41.89428760851155, -87.63671419271566 41.88908459837148))",1901.0,116.0,55,West Town,24,ARO,Seven 10 West,710 W. Grand Ave.,60654,414-369-3511,Outlook Management,1.0,1171305.699,1903732.364,41.89131063,-87.64632446,"(41.8913106255178, -87.646324463052)"
75973,R-11,1975,0.0,534.3843190490526,0.0,"POLYGON ((-87.78090423935691 41.92030265921261, -87.78390819866195 41.915099649072374, -87.78991611727201 41.915099649072374, -87.79292007657705 41.92030265921261, -87.78991611727201 41.925505669352674, -87.78390819866195 41.925505669352674, -87.78090423935691 41.92030265921261))",1967.0,50.0,83,Belmont Cragin,19,ARO,Galewood Flats,2114 N. Nashville Ave.,60707,773-648-7855,Daniel Management Group,1.0,1132223.084,1913455.475,41.9187611,-87.78963176,"(41.91876109734238, 87.78963175945233)"
75973,R-11,1975,0.0,534.3843190490526,0.0,"POLYGON ((-87.78090423935691 41.92030265921261, -87.78390819866195 41.915099649072374, -87.78991611727201 41.915099649072374, -87.79292007657705 41.92030265921261, -87.78991611727201 41.925505669352674, -87.78390819866195 41.925505669352674, -87.78090423935691 41.92030265921261))",1967.0,50.0,209,Montclare,18,Senior,The Montclare Senior Residences,6650 W. Belden Ave.,60707,773-237-3831,Pacific Management Inc.,7.0,1131547.932,1914379.416,41.92130822,-87.79209096,"(41.9213082227541, -87.7920909580488)"
75987,AF-11,1975,1.0,506.3017682942991,0.001975106670808,"POLYGON ((-87.6547379485458 41.92030265921261, -87.65774190785083 41.915099649072374, -87.6637498264609 41.915099649072374, -87.66675378576588 41.92030265921261, -87.6637498264609 41.925505669352674, -87.65774190785083 41.925505669352674, -87.6547379485458 41.92030265921261))",1961.0,56.0,544,Lincoln Park,7,ARO,Southport Lofts,2065 N. Southport Ave.,60614,312-858-6212,RL Accelerated,1.0,1166685.433,1913998.316,41.91958133,-87.66299779,"(41.9195813280804, -87.6629977907605)"
76007,AG-10,1975,0.0,909.9616304423461,0.0,"POLYGON ((-87.6457260706307 41.925505669352674, -87.64873002993573 41.92030265921261, -87.6547379485458 41.92030265921261, -87.65774190785083 41.925505669352674, -87.6547379485458 41.93070867949291, -87.64873002993573 41.93070867949291, -87.6457260706307 41.925505669352674))",1967.0,50.0,52,Lincoln Park,7,ARO,The Apartments at Lincoln Common,2345 N. Lincoln Ave.,60614,773-989-8000,Realty & Mortgage Co.,54.0,1170870.95,1915911.798,41.92474121,-87.64756347,"(41.9247412087562, -87.6475634736031)"
76007,AG-10,1975,0.0,909.9616304423461,0.0,"POLYGON ((-87.6457260706307 41.925505669352674, -87.64873002993573 41.92030265921261, -87.6547379485458 41.92030265921261, -87.65774190785083 41.925505669352674, -87.6547379485458 41.93070867949291, -87.64873002993573 41.93070867949291, -87.6457260706307 41.925505669352674))",1967.0,50.0,79,Lincoln Park,7,People with Disabilities,Halsted Apts.,2537 N. Halsted St.,60614,773-716-3892,Anixter Center Housing Services,14.0,1170546.591,1917225.736,41.92835383,-87.64871676,"(41.928353829716904, -87.64871675547464)"
76049,V-8,1975,0.0,1176.7870341750784,0.0,"POLYGON ((-87.74485672769663 41.95152072005351, -87.7478606870016 41.946317709913444, -87.75386860561167 41.946317709913444, -87.7568725649167 41.95152072005351, -87.75386860561167 41.956723730193744, -87.7478606870016 41.956723730193744, -87.74485672769663 41.95152072005351))",1931.0,86.0,239,Portage Park,15,ARO,Clarendale Six Corners,4715 W. Irving Park Road,60641,872-278-4179,Life Care Services,11.0,1143974.592,1926130.299,41.95332945,-87.74613601,"(41.95332945388426, -87.74613600967054)"
76049,V-8,1975,0.0,1176.7870341750784,0.0,"POLYGON ((-87.74485672769663 41.95152072005351, -87.7478606870016 41.946317709913444, -87.75386860561167 41.946317709913444, -87.7568725649167 41.95152072005351, -87.75386860561167 41.956723730193744, -87.7478606870016 41.956723730193744, -87.74485672769663 41.95152072005351))",1931.0,86.0,307,Portage Park,15,ARO,Six Corners Lofts,4714 W Irving Park,60641,312-585-8512,RL Accelerated,6.0,1143972.738,1926210.278,41.95354896,-87.74614081,"(41.9535489566804, -87.7461408109366)"
76058,AE-8,1975,1.0,1133.1991000648625,0.000882457460426,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,73,Lake View,6,ARO,Low-Line Commons,3421 N. Ashland Ave,60657,773-739-8839,33 Realty,5.0,1165082.52,1922885.515,41.94400253,-87.66863395,"(41.94400253058712, -87.66863395172477)"
76058,AE-8,1975,1.0,1133.1991000648625,0.000882457460426,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,9,Lake View,6,ARO,Low-Line Commons,3431 N Ashland Ave,60657,773-739-8839,33 Realty,8.0,1165079.655,1922988.589,41.94428543,-87.66864155,"(41.94428543256419, -87.668641546406)"
76058,AE-8,1975,1.0,1133.1991000648625,0.000882457460426,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,399,Lake View,6,ARO,The Mode,3462 N. Lincoln Ave.,60657,773-205-8300,606 Realty,2.0,1164033.827,1923207.502,41.94490833,-87.67247934,"(41.9449083304908, -87.6724793376448)"
76058,AE-8,1975,1.0,1133.1991000648625,0.000882457460426,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,442,Lake View,6,ARO,The Aurea,3821 N. Ashland Ave.,60613,773-326-6427,Base 3 Management,5.0,1165009.048,1925544.23,41.95129974,-87.66882824,"(41.95129973540925, -87.66882823903269)"
76059,AF-8,1975,0.0,798.6032092616824,0.0,"POLYGON ((-87.6547379485458 41.95152072005351, -87.65774190785083 41.946317709913444, -87.6637498264609 41.946317709913444, -87.66675378576588 41.95152072005351, -87.6637498264609 41.956723730193744, -87.65774190785083 41.956723730193744, -87.6547379485458 41.95152072005351))",1979.0,38.0,47,Lake View,6,ARO,Patterson Green LLC,1118 W. Pattereson Ave.,60613,312-462-4030,Silver Property Group,2.0,1167923.765,1924431.746,41.94818452,-87.65814611,"(41.948184520219066, -87.65814610572426)"
76059,AF-8,1975,0.0,798.6032092616824,0.0,"POLYGON ((-87.6547379485458 41.95152072005351, -87.65774190785083 41.946317709913444, -87.6637498264609 41.946317709913444, -87.66675378576588 41.95152072005351, -87.6637498264609 41.956723730193744, -87.65774190785083 41.956723730193744, -87.6547379485458 41.95152072005351))",1979.0,38.0,507,Lake View,6,ARO,3647 N. Southport,3647 N. Southport Ave.,60613,773-529-3700,Seminary Properties,1.0,1166356.459,1924520.278,41.94846119,-87.66390462,"(41.9484611934317, -87.6639046213447)"
76150,AG-5,1975,2.0,181.81489227584578,0.011000199020912,"POLYGON ((-87.6457260706307 41.97753577075457, -87.64873002993573 41.972332760614336, -87.6547379485458 41.972332760614336, -87.65774190785083 41.97753577075457, -87.6547379485458 41.982738780894636, -87.64873002993573 41.982738780894636, -87.6457260706307 41.97753577075457))",1971.0,46.0,417,Uptown,3,Supportive Housing,Harold Washington Apts.,4946 N. Sheridan Road,60640,312-447-4621,Mercy Housing,100.0,1168689.933,1933461.587,41.97294612,-87.65506712,"(41.9729461220532, -87.6550671246698)"
76150,AG-5,1975,2.0,181.81489227584578,0.011000199020912,"POLYGON ((-87.6457260706307 41.97753577075457, -87.64873002993573 41.972332760614336, -87.6547379485458 41.972332760614336, -87.65774190785083 41.97753577075457, -87.6547379485458 41.982738780894636, -87.64873002993573 41.982738780894636, -87.6457260706307 41.97753577075457))",1971.0,46.0,180,Uptown,3,ARO,Somerset Place Apts.,5009 N. Sheridan Road,60640,317-596-2168,Zidan Management Group,16.0,1168763.559,1933706.921,41.97361773,-87.65478924,"(41.9736177253694, -87.6547892430962)"
76273,AN-24,1975,1.0,127.61046781628657,0.007836347731596,"POLYGON ((-87.58264292522512 41.785024395567916, -87.58564688453015 41.77982138542768, -87.59165480314022 41.77982138542768, -87.59465876244525 41.785024395567916, -87.59165480314022 41.79022740570815, -87.58564688453015 41.79022740570815, -87.58264292522512 41.785024395567916))",1978.0,39.0,193,Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84.0,1186573.262,1863816.865,41.78143113,-87.59152085,"(41.781431130748, -87.5915208532369)"
76273,AN-24,1975,1.0,127.61046781628657,0.007836347731596,"POLYGON ((-87.58264292522512 41.785024395567916, -87.58564688453015 41.77982138542768, -87.59165480314022 41.77982138542768, -87.59465876244525 41.785024395567916, -87.59165480314022 41.79022740570815, -87.58564688453015 41.79022740570815, -87.58264292522512 41.785024395567916))",1978.0,39.0,135,Woodlawn,42,Multifamily,Dorchester Apts.,1410 E. 62nd St.,60637,773-572-5500,The Thresholds,67.0,1186722.404,1864209.572,41.78250522,-87.59096164,"(41.782505219358, -87.5909616432556)"
76273,AN-24,1975,1.0,127.61046781628657,0.007836347731596,"POLYGON ((-87.58264292522512 41.785024395567916, -87.58564688453015 41.77982138542768, -87.59165480314022 41.77982138542768, -87.59465876244525 41.785024395567916, -87.59165480314022 41.79022740570815, -87.58564688453015 41.79022740570815, -87.58264292522512 41.785024395567916))",1978.0,39.0,17,Woodlawn,42,Senior,Butler Apts.,6146 S. Kenwood Ave.,60637,773-955-9290,Woodlawn Comm. Dev. Corp.,17.0,1186094.259,1864312.843,41.78280346,-87.59326131,"(41.782803460278, -87.5932613147048)"
76362,AS-37,1976,0.0,288.5174765217398,0.0,"POLYGON ((-87.53758353564956 41.64454312178316, -87.5405874949546 41.63934011164292, -87.54659541356477 41.63934011164292, -87.5495993728698 41.64454312178316, -87.54659541356477 41.64974613192322, -87.5405874949546 41.64974613192322, -87.53758353564956 41.64454312178316))",1976.0,41.0,140,Hegewisch,55,Senior,Senior Suites of Hegewisch,13550 S. Avenue O,60633,773-646-1333,Senior Lifestyle Corp.,116.0,1201038.059,1815487.733,41.64845741,-87.54012317,"(41.648457411436, -87.5401231660406)"
76659,AF-19,1976,0.0,630.1935188079798,0.0,"POLYGON ((-87.6547379485458 41.83705449696964, -87.65774190785083 41.83185148682958, -87.6637498264609 41.83185148682958, -87.66675378576588 41.83705449696964, -87.6637498264609 41.84225750710988, -87.65774190785083 41.84225750710988, -87.6547379485458 41.83705449696964))",1978.0,39.0,255,Bridgeport,19,Senior,Archer Avenue Senior Residences,2928 S. Archer Ave.,60608,773-376-2360,Preservation Housing Management LLC,55.0,1168114.67,1885548.333,41.84148167,-87.65856844,"(41.84148167339779, -87.65856843550151)"
76681,AK-18,1976,0.0,54.41457544723071,0.0,"POLYGON ((-87.60967855897036 41.84225750710988, -87.61268251827539 41.83705449696964, -87.61869043688546 41.83705449696964, -87.62169439619049 41.84225750710988, -87.61869043688546 41.84746051725011, -87.61268251827539 41.84746051725011, -87.60967855897036 41.84225750710988))",1957.0,60.0,3,Douglas,35,Multifamily,South Park Plaza,2600 S. King Dr.,60616,312-674-9210,Woodlawn Comm. Dev. Corp.,134.0,1179206.472,1887158.196,41.84565291,-87.61781639,"(41.8456529117633, -87.6178163910093)"
76730,AG-15,1976,0.0,258.11304006315436,0.0,"POLYGON ((-87.6457260706307 41.87347556795095, -87.64873002993573 41.86827255781071, -87.6547379485458 41.86827255781071, -87.65774190785083 41.87347556795095, -87.6547379485458 41.87867857809118, -87.64873002993573 41.87867857809118, -87.6457260706307 41.87347556795095))",1972.0,45.0,288,Near West Side,28,ARO,1125 Van Buren LLC,1125 W. Van Buren St.,66007,312-262-6406,Tandem Property Management,5.0,1168864.113,1898292.938,41.87643774,-87.65544899,"(41.8764377440362, -87.6554489851593)"
76730,AG-15,1976,0.0,258.11304006315436,0.0,"POLYGON ((-87.6457260706307 41.87347556795095, -87.64873002993573 41.86827255781071, -87.6547379485458 41.86827255781071, -87.65774190785083 41.87347556795095, -87.6547379485458 41.87867857809118, -87.64873002993573 41.87867857809118, -87.6457260706307 41.87347556795095))",1972.0,45.0,286,Near West Side,28,ARO,1050 Van Buren,1050 W. Van Buren St.,60607,312-327-1101,Sage West Loop,16.0,1169278.088,1898384.787,41.8766808,-87.65392634,"(41.876680801678525, -87.65392634483864)"
76744,AB-14,1976,1.0,258.37676172623077,0.003870317103283,"POLYGON ((-87.69078546020614 41.88908459837148, -87.69378941951112 41.88388158823125, -87.69979733812119 41.88388158823125, -87.70280129742622 41.88908459837148, -87.69979733812119 41.89428760851155, -87.69378941951112 41.89428760851155, -87.69078546020614 41.88908459837148))",1974.0,43.0,448,East Garfield Park,27,Senior,Heritage Woods of Chicago,2800 W. Fulton St.,60612,773-722-2900,BMA Management Ltd.,113.0,1157640.848,1901927.155,41.88664623,-87.69655814,"(41.8866462302992, -87.6965581360089)"
76750,AH-14,1976,1.0,177.1666615050113,0.005644402798501,"POLYGON ((-87.63671419271566 41.88908459837148, -87.63971815202063 41.88388158823125, -87.6457260706307 41.88388158823125, -87.64873002993573 41.88908459837148, -87.6457260706307 41.89428760851155, -87.63971815202063 41.89428760851155, -87.63671419271566 41.88908459837148))",1901.0,116.0,55,West Town,24,ARO,Seven 10 West,710 W. Grand Ave.,60654,414-369-3511,Outlook Management,1.0,1171305.699,1903732.364,41.89131063,-87.64632446,"(41.8913106255178, -87.646324463052)"
76794,R-11,1976,0.0,535.6607717902916,0.0,"POLYGON ((-87.78090423935691 41.92030265921261, -87.78390819866195 41.915099649072374, -87.78991611727201 41.915099649072374, -87.79292007657705 41.92030265921261, -87.78991611727201 41.925505669352674, -87.78390819866195 41.925505669352674, -87.78090423935691 41.92030265921261))",1967.0,50.0,83,Belmont Cragin,19,ARO,Galewood Flats,2114 N. Nashville Ave.,60707,773-648-7855,Daniel Management Group,1.0,1132223.084,1913455.475,41.9187611,-87.78963176,"(41.91876109734238, 87.78963175945233)"
76794,R-11,1976,0.0,535.6607717902916,0.0,"POLYGON ((-87.78090423935691 41.92030265921261, -87.78390819866195 41.915099649072374, -87.78991611727201 41.915099649072374, -87.79292007657705 41.92030265921261, -87.78991611727201 41.925505669352674, -87.78390819866195 41.925505669352674, -87.78090423935691 41.92030265921261))",1967.0,50.0,209,Montclare,18,Senior,The Montclare Senior Residences,6650 W. Belden Ave.,60707,773-237-3831,Pacific Management Inc.,7.0,1131547.932,1914379.416,41.92130822,-87.79209096,"(41.9213082227541, -87.7920909580488)"
76808,AF-11,1976,1.0,509.0028901056541,0.001964625387083,"POLYGON ((-87.6547379485458 41.92030265921261, -87.65774190785083 41.915099649072374, -87.6637498264609 41.915099649072374, -87.66675378576588 41.92030265921261, -87.6637498264609 41.925505669352674, -87.65774190785083 41.925505669352674, -87.6547379485458 41.92030265921261))",1961.0,56.0,544,Lincoln Park,7,ARO,Southport Lofts,2065 N. Southport Ave.,60614,312-858-6212,RL Accelerated,1.0,1166685.433,1913998.316,41.91958133,-87.66299779,"(41.9195813280804, -87.6629977907605)"
76828,AG-10,1976,2.0,916.0644297023632,0.002183252547695,"POLYGON ((-87.6457260706307 41.925505669352674, -87.64873002993573 41.92030265921261, -87.6547379485458 41.92030265921261, -87.65774190785083 41.925505669352674, -87.6547379485458 41.93070867949291, -87.64873002993573 41.93070867949291, -87.6457260706307 41.925505669352674))",1967.0,50.0,52,Lincoln Park,7,ARO,The Apartments at Lincoln Common,2345 N. Lincoln Ave.,60614,773-989-8000,Realty & Mortgage Co.,54.0,1170870.95,1915911.798,41.92474121,-87.64756347,"(41.9247412087562, -87.6475634736031)"
76828,AG-10,1976,2.0,916.0644297023632,0.002183252547695,"POLYGON ((-87.6457260706307 41.925505669352674, -87.64873002993573 41.92030265921261, -87.6547379485458 41.92030265921261, -87.65774190785083 41.925505669352674, -87.6547379485458 41.93070867949291, -87.64873002993573 41.93070867949291, -87.6457260706307 41.925505669352674))",1967.0,50.0,79,Lincoln Park,7,People with Disabilities,Halsted Apts.,2537 N. Halsted St.,60614,773-716-3892,Anixter Center Housing Services,14.0,1170546.591,1917225.736,41.92835383,-87.64871676,"(41.928353829716904, -87.64871675547464)"
76870,V-8,1976,0.0,1180.7716839994923,0.0,"POLYGON ((-87.74485672769663 41.95152072005351, -87.7478606870016 41.946317709913444, -87.75386860561167 41.946317709913444, -87.7568725649167 41.95152072005351, -87.75386860561167 41.956723730193744, -87.7478606870016 41.956723730193744, -87.74485672769663 41.95152072005351))",1931.0,86.0,239,Portage Park,15,ARO,Clarendale Six Corners,4715 W. Irving Park Road,60641,872-278-4179,Life Care Services,11.0,1143974.592,1926130.299,41.95332945,-87.74613601,"(41.95332945388426, -87.74613600967054)"
76870,V-8,1976,0.0,1180.7716839994923,0.0,"POLYGON ((-87.74485672769663 41.95152072005351, -87.7478606870016 41.946317709913444, -87.75386860561167 41.946317709913444, -87.7568725649167 41.95152072005351, -87.75386860561167 41.956723730193744, -87.7478606870016 41.956723730193744, -87.74485672769663 41.95152072005351))",1931.0,86.0,307,Portage Park,15,ARO,Six Corners Lofts,4714 W Irving Park,60641,312-585-8512,RL Accelerated,6.0,1143972.738,1926210.278,41.95354896,-87.74614081,"(41.9535489566804, -87.7461408109366)"
76879,AE-8,1976,4.0,1134.0833944764079,0.00352707747903,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,73,Lake View,6,ARO,Low-Line Commons,3421 N. Ashland Ave,60657,773-739-8839,33 Realty,5.0,1165082.52,1922885.515,41.94400253,-87.66863395,"(41.94400253058712, -87.66863395172477)"
76879,AE-8,1976,4.0,1134.0833944764079,0.00352707747903,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,9,Lake View,6,ARO,Low-Line Commons,3431 N Ashland Ave,60657,773-739-8839,33 Realty,8.0,1165079.655,1922988.589,41.94428543,-87.66864155,"(41.94428543256419, -87.668641546406)"
76879,AE-8,1976,4.0,1134.0833944764079,0.00352707747903,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,399,Lake View,6,ARO,The Mode,3462 N. Lincoln Ave.,60657,773-205-8300,606 Realty,2.0,1164033.827,1923207.502,41.94490833,-87.67247934,"(41.9449083304908, -87.6724793376448)"
76879,AE-8,1976,4.0,1134.0833944764079,0.00352707747903,"POLYGON ((-87.6637498264609 41.946317709913444, -87.66675378576588 41.94111469977321, -87.67276170437594 41.94111469977321, -87.67576566368098 41.946317709913444, -87.67276170437594 41.95152072005351, -87.66675378576588 41.95152072005351, -87.6637498264609 41.946317709913444))",1977.0,40.0,442,Lake View,6,ARO,The Aurea,3821 N. Ashland Ave.,60613,773-326-6427,Base 3 Management,5.0,1165009.048,1925544.23,41.95129974,-87.66882824,"(41.95129973540925, -87.66882823903269)"
